id,timestamp,merchant,category,amount,currency,status,payment_method
TXN2025000029,2026-04-22T09:19:33+05:30,LIC Premium,Insurance,20210.0,INR,SUCCESS,Credit Card
TXN2025000030,2025-09-02T21:35:41Z,Ajio,Shopping,11994.6,INR,SUCCESS,Netbanking
TXN2025000031,2026-03-25T16:31:56Z,IRCTC,Travel,8374.44,INR,SUCCESS,Debit Card
TXN2025000032,2025-12-18T03:23:19+05:30,Hotstar,Entertainment,2488.6,INR,SUCCESS,Netbanking
TXN2025000033,1752013992000,Myntra,Shopping,4725.0,INR,SUCCESS,Credit Card
TXN2025000034,2026-03-02T20:48:21Z,PharmEasy,Health,1658.0,INR,SUCCESS,Credit Card
TXN2025000035,2025-07-28T12:26:18+05:30,McDonald's,Food & Dining,826.23,INR,SUCCESS,Credit Card
TXN2025000036,21/08/2025 09:14:08,BigBasket,Groceries,4113.0,INR,SUCCESS,Netbanking
TXN2025000037,2025-09-12T17:14:56Z,IndiGo,Travel,7104.65,INR,SUCCESS,UPI
TXN2025000038,2025-12-29,Coursera,Education,24276.19,INR,SUCCESS,UPI
TXN2025000039,2025-07-24T07:27:03Z,Unacademy,Education,36286.25,INR,SUCCESS,Debit Card
TXN2025000040,2025-12-21T23:52:52Z,Flipkart,Shopping,4738.0,INR,SUCCESS,Netbanking
TXN2025000041,2026-06-24T07:57:32Z,Uber,Travel,2651.0,INR,SUCCESS,Netbanking
TXN2025000042,2026-01-26T17:08:41Z,BPCL,Fuel,891.63,INR,SUCCESS,UPI
TXN2025000043,2026-01-05T14:30:12+05:30,Policybazaar,Insurance,34174.0,INR,SUCCESS,Credit Card
TXN2025000044,2025-07-01T14:35:22Z,Hotstar,Entertainment,2270.0,INR,SUCCESS,Debit Card
TXN2025000045,2026-04-10T16:48:10+05:30,Tata Power,Utilities,1141.32,INR,PENDING,Netbanking
TXN2025000046,2025-07-23T17:06:13+05:30,Nykaa,Shopping,3701.0,INR,SUCCESS,UPI
TXN2025000047,2026-01-02T03:59:27+05:30,HDFC Ergo,Insurance,13573.0,INR,SUCCESS,Credit Card
TXN2025000048,2025-09-10T22:30:51Z,Starbucks,Food & Dining,869.0,INR,SUCCESS,UPI
TXN2025000049,2026-07-01T16:18:43+05:30,Unacademy,,47538.1,INR,SUCCESS,Credit Card
TXN2025000050,1765375053000,PharmEasy,Health,4222.46,INR,PENDING,Debit Card
TXN2025000051,2025-10-01T11:12:51Z,Rapido,Travel,1997.48,INR,SUCCESS,Netbanking
TXN2025000052,2025-10-31,Ajio,Shopping,12205.0,INR,SUCCESS,UPI
TXN2025000053,2025-08-08T14:23:34Z,Swiggy,Food & Dining,-477.46,INR,SUCCESS,Credit Card
TXN2025000054,2026-06-07T20:44:57Z,Indian Oil,Fuel,1560.8,INR,SUCCESS,Credit Card
TXN2025000055,27/01/2026 23:09:30,Spotify,Entertainment,819.01,INR,SUCCESS,Debit Card
TXN2025000056,2026-01-22T04:35:04Z,Practo,Health,6889.4,INR,SUCCESS,Debit Card
TXN2025000057,2025-10-11T11:30:03Z,Coursera,Education,6592.77,INR,PENDING,UPI
TXN2025000058,2026-02-20T15:55:21Z,HDFC Ergo,Insurance,22799.0,INR,SUCCESS,Debit Card
TXN2025000059,2026-01-13T06:45:13+05:30,IRCTC,Travel,6249.97,INR,SUCCESS,Debit Card
TXN2025000060,2025-10-16T05:20:47Z,Starbucks,Food & Dining,191.99,INR,SUCCESS,UPI
TXN2025000061,2025-10-10T12:06:00Z,JioMart,Groceries,4695.38,INR,SUCCESS,Netbanking
TXN2025000062,2025-08-13T05:14:24Z,BPCL,Fuel,3322.67,INR,SUCCESS,Credit Card
TXN2025000063,2026-01-31T08:24:25Z,Shell,Fuel,644.11,INR,FAILED,Netbanking
TXN2025000064,2026-06-28T03:30:38Z,Ajio,Shopping,1088.28,INR,SUCCESS,Debit Card
TXN2025000065,2025-11-15,IRCTC,Travel,6202.19,INR,SUCCESS,Netbanking
TXN2025000066,2025-09-30T17:03:06Z,Practo,Health,5283.92,INR,SUCCESS,Credit Card
TXN2025000067,2025-11-06T18:41:34Z,YouTube Premium,Entertainment,207.27,INR,SUCCESS,Credit Card
TXN2025000068,2025-11-26T08:02:50Z,BigBasket,Groceries,1207.43,INR,SUCCESS,Netbanking
TXN2025000069,2025-11-13T13:33:09Z,MakeMyTrip,Travel,1956.24,INR,FAILED,Credit Card
TXN2025000070,2025-11-05T06:07:23Z,MakeMyTrip,,408.0,INR,SUCCESS,UPI
TXN2025000071,2026-03-21T21:34:04+05:30,BigBasket,Groceries,2301.53,INR,SUCCESS,Debit Card
TXN2025000072,2025-09-08T08:22:21+05:30,Zomato,Food & Dining,209.97,INR,SUCCESS,Debit Card
TXN2025000073,2026-04-09T17:01:55Z,Domino's,Food & Dining,204.55,INR,SUCCESS,Netbanking
TXN2025000074,2026-06-15T07:59:30+05:30,1mg,Health,6892.0,INR,SUCCESS,Credit Card
TXN2025000075,2026-01-18T22:00:31+05:30,Rapido,Travel,590.6,INR,SUCCESS,Credit Card
TXN2025000076,2026-06-23T08:42:23Z,Spotify,Entertainment,1162.98,INR,FAILED,Debit Card
TXN2025000077,2025-10-25T15:12:23+05:30,Coursera,Education,46792.67,INR,SUCCESS,Debit Card
TXN2025000078,2025-10-23T19:42:22+05:30,Coursera,Education,23052.63,INR,SUCCESS,Credit Card
TXN2025000079,2026-03-21,Ola,Travel,3899.93,INR,SUCCESS,Credit Card
TXN2025000080,2026-05-20T13:22:54Z,Practo,Health,4048.37,INR,SUCCESS,Debit Card
TXN2025000081,1771664384000,Blinkit,Groceries,1498.04,INR,SUCCESS,Debit Card
TXN2025000082,2026-01-15T12:29:13+05:30,Tata Power,Utilities,1657.89,INR,SUCCESS,Credit Card
TXN2025000083,1772546170000,Coursera,Education,5578.04,INR,SUCCESS,Debit Card
TXN2025000084,2026-03-19T01:24:36Z,Amazon,Shopping,14795.17,INR,SUCCESS,Credit Card
TXN2025000085,1767251130000,Ola,Travel,1496.0,INR,SUCCESS,UPI
TXN2025000086,14/09/2025 12:16:03,Tata Power,Utilities,1567.66,INR,SUCCESS,Netbanking
TXN2025000087,2026-03-24T19:36:19Z,ACT Fibernet,Utilities,1518.0,INR,SUCCESS,UPI
TXN2025000088,2026-03-28T06:22:04+05:30,Jio,Utilities,922.18,INR,SUCCESS,Netbanking
TXN2025000089,2025-08-17T03:08:38+05:30,Starbucks,Food & Dining,554.78,INR,SUCCESS,Credit Card
TXN2025000090,2026-02-17T00:31:04Z,Tata Power,Utilities,2403.01,INR,SUCCESS,Netbanking
TXN2025000091,2025-12-13T17:30:43+05:30,Practo,Health,5732.79,INR,SUCCESS,Netbanking
TXN2025000092,2025-10-09,Croma,Shopping,13475.52,INR,SUCCESS,Credit Card
TXN2025000093,1767568577000,Cult.fit,Health,2049.58,INR,SUCCESS,Credit Card
TXN2025000094,2025-09-29T20:08:18Z,BigBasket,Groceries,2807.27,INR,SUCCESS,Debit Card
TXN2025000095,2025-08-28T08:20:37Z,DMart,Groceries,5390.0,INR,SUCCESS,Netbanking
TXN2025000096,2025-12-08T21:20:56Z,upGrad,Education,9250.0,INR,SUCCESS,Debit Card
TXN2025000097,2026-05-20T05:36:30Z,Shell,Fuel,2363.0,INR,SUCCESS,Netbanking
TXN2025000098,2026-06-08,PharmEasy,Health,6630.0,INR,FAILED,Netbanking
TXN2025000099,2026-04-19T09:23:49Z,BSES,Utilities,219.46,INR,SUCCESS,Netbanking
TXN2025000100,2026-02-20T01:13:17Z,Shell,Fuel,3490.06,INR,FAILED,Netbanking
TXN2025000101,2025-11-28T18:54:42Z,MakeMyTrip,Travel,2601.83,INR,SUCCESS,Netbanking
TXN2025000102,1755590678000,LIC Premium,Insurance,7854.22,INR,SUCCESS,UPI
TXN2025000103,1754125009000,Hotstar,Entertainment,1540.54,INR,SUCCESS,Netbanking
TXN2025000104,2025-10-09T19:19:57Z,Ajio,Shopping,15649.0,INR,SUCCESS,Debit Card
TXN2025000105,2026-06-07T09:20:20Z,IRCTC,Travel,4201.0,INR,FAILED,Debit Card
TXN2025000106,2026-05-21T00:26:01Z,Policybazaar,Insurance,38121.36,INR,SUCCESS,Netbanking
TXN2025000107,2026-07-05T11:02:04Z,Zomato,Food & Dining,704.0,INR,SUCCESS,Credit Card
TXN2025000108,2025-07-16,Udemy,Education,4704.46,INR,SUCCESS,UPI
TXN2025000109,2025-08-28T22:48:23Z,IndiGo,Travel,1954.0,INR,PENDING,Credit Card
TXN2025000110,2025-09-23T15:34:36+05:30,BSES,Utilities,2409.21,INR,SUCCESS,Debit Card
TXN2025000111,17/04/2026 11:10:20,Spotify,Entertainment,543.47,INR,SUCCESS,UPI
TXN2025000112,2025-07-10T17:50:24Z,Croma,Shopping,17377.0,INR,SUCCESS,Netbanking
TXN2025000113,15/02/2026 22:45:07,Hotstar,Entertainment,2362.0,INR,PENDING,Credit Card
TXN2025000114,1774268123000,Flipkart,Shopping,12655.0,INR,SUCCESS,UPI
TXN2025000115,1765682180000,Apollo Pharmacy,Health,5511.0,INR,SUCCESS,Debit Card
TXN2025000116,2026-05-26T17:07:07Z,McDonald's,Food & Dining,514.0,INR,SUCCESS,Netbanking
TXN2025000117,2026-06-12T06:04:53+05:30,Flipkart,Shopping,8001.69,INR,PENDING,Credit Card
TXN2025000118,2026-03-10T09:12:09Z,Jio,Utilities,781.25,INR,SUCCESS,Netbanking
TXN2025000119,2025-10-13T00:07:39Z,Tata Power,Utilities,1637.4,INR,SUCCESS,Credit Card
TXN2025000120,2026-04-18T10:56:45+05:30,Amazon,Shopping,5273.08,INR,FAILED,Netbanking
TXN2025000121,2025-09-09T14:52:13+05:30,JioMart,Groceries,463.59,INR,SUCCESS,Credit Card
TXN2025000122,1780846836000,Netflix,Entertainment,2024.0,INR,SUCCESS,Debit Card
TXN2025000123,2025-08-03T00:28:14Z,BPCL,Fuel,540.6,INR,SUCCESS,Netbanking
TXN2025000124,1767283233000,ACT Fibernet,Utilities,2032.0,INR,SUCCESS,Netbanking
TXN2025000125,2025-09-24T19:55:41Z,Airtel,Utilities,2816.0,INR,SUCCESS,Credit Card
TXN2025000126,2026-01-31T22:44:30+05:30,Zepto,Groceries,4084.57,INR,SUCCESS,Debit Card
TXN2025000127,14/11/2025 15:06:42,Jio,Utilities,3488.88,INR,SUCCESS,Netbanking
TXN2025000128,2026-04-06T21:21:26Z,BigBasket,Groceries,2047.0,INR,SUCCESS,Debit Card
TXN2025000129,2026-03-25T19:17:26Z,Myntra,Shopping,13461.85,INR,SUCCESS,Credit Card
TXN2025000130,2026-02-14,IRCTC,Travel,6699.0,INR,SUCCESS,Debit Card
TXN2025000131,2025-11-17T22:09:19Z,Flipkart,Shopping,15045.0,INR,SUCCESS,Debit Card
TXN2025000132,2025-07-18T10:44:13Z,Swiggy,Food & Dining,672.0,INR,SUCCESS,Debit Card
TXN2025000133,2026-04-19T08:31:53+05:30,upGrad,Education,51980.78,INR,FAILED,UPI
TXN2025000134,2025-12-18T19:58:00Z,Swiggy,Food & Dining,567.77,INR,SUCCESS,Credit Card
TXN2025000135,2025-08-14T01:52:09Z,Starbucks,Food & Dining,316.93,INR,SUCCESS,Netbanking
TXN2025000136,2025-07-21T14:10:22Z,ACT Fibernet,Utilities,444.47,INR,SUCCESS,Credit Card
TXN2025000137,2025-10-05T03:48:26Z,Apollo Pharmacy,Health,6651.0,INR,SUCCESS,Netbanking
TXN2025000138,2026-04-28T05:59:16+05:30,1mg,Health,4233.47,INR,SUCCESS,Netbanking
TXN2025000139,2026-02-14T07:57:06Z,Airtel,Utilities,3198.0,INR,SUCCESS,Debit Card
TXN2025000140,2026-04-14T04:37:56Z,Apollo Pharmacy,Health,4404.04,INR,SUCCESS,Credit Card
TXN2025000141,2025-08-30T18:22:41Z,Cult.fit,Health,1595.52,INR,SUCCESS,Credit Card
TXN2025000142,22/12/2025 22:59:55,BPCL,Fuel,800.0,INR,SUCCESS,Netbanking
TXN2025000143,18/10/2025 19:07:34,Blinkit,Groceries,486.0,INR,SUCCESS,Netbanking
TXN2025000144,1777743321000,McDonald's,Food & Dining,656.16,INR,SUCCESS,Credit Card
TXN2025000145,2025-08-27T15:10:54Z,Jio,Utilities,578.0,INR,SUCCESS,Credit Card
TXN2025000146,2026-02-17,McDonald's,Food & Dining,166.52,INR,SUCCESS,Debit Card
TXN2025000147,2026-03-29T12:29:26Z,Airtel,Utilities,610.37,INR,SUCCESS,Debit Card
TXN2025000148,2026-02-18T00:36:20Z,Indian Oil,Fuel,2659.93,INR,PENDING,Netbanking
TXN2025000149,2025-08-05T05:43:41Z,HDFC Ergo,Insurance,13909.0,INR,SUCCESS,UPI
TXN2025000150,2025-07-16,Policybazaar,Insurance,27382.0,INR,SUCCESS,Credit Card
TXN2025000151,2025-10-16T19:06:25Z,BSES,Utilities,1912.58,INR,PENDING,Netbanking
TXN2025000152,2025-12-30T07:18:51Z,Cult.fit,Health,5727.58,INR,SUCCESS,Netbanking
TXN2025000153,2025-09-01T05:29:46Z,JioMart,Groceries,2130.0,INR,SUCCESS,Netbanking
TXN2025000154,2025-12-03,upGrad,Education,27754.82,INR,SUCCESS,UPI
TXN2025000155,2025-08-15,Tata Power,Utilities,490.0,INR,SUCCESS,Netbanking
TXN2025000156,2026-06-03T15:05:32+05:30,Indian Oil,Fuel,3799.0,INR,SUCCESS,Netbanking
TXN2025000157,2026-02-27,YouTube Premium,Entertainment,276.43,INR,SUCCESS,Netbanking
TXN2025000158,2025-10-12T17:08:40+05:30,Cult.fit,Health,3177.0,INR,SUCCESS,Credit Card
TXN2025000159,2025-08-16T22:16:23Z,Blinkit,Groceries,2797.26,INR,SUCCESS,Credit Card
TXN2025000160,2026-01-31T05:51:22Z,BYJU'S,Education,9551.58,INR,SUCCESS,UPI
TXN2025000161,2025-12-26T23:30:21Z,MakeMyTrip,Travel,8931.86,INR,SUCCESS,Credit Card
TXN2025000162,2026-03-31T17:24:46Z,ACT Fibernet,Utilities,3277.0,INR,SUCCESS,Netbanking
TXN2025000163,2026-01-30T20:39:46Z,BSES,Utilities,3434.0,INR,SUCCESS,Netbanking
TXN2025000164,2026-06-07T06:24:53Z,Ola,Travel,8312.44,INR,SUCCESS,UPI
TXN2025000165,2025-11-09T23:52:00+05:30,BigBasket,Groceries,4704.25,INR,SUCCESS,Debit Card
TXN2025000166,2026-02-13T22:39:21+05:30,Swiggy,Food & Dining,340.0,INR,SUCCESS,Netbanking
TXN2025000167,2025-11-07T02:33:53+05:30,Nykaa,Shopping,8231.56,INR,SUCCESS,Netbanking
TXN2025000168,2026-03-28T15:39:23Z,Tata Power,Utilities,3278.41,INR,SUCCESS,Netbanking
TXN2025000169,2025-11-01,MakeMyTrip,Travel,7732.91,INR,SUCCESS,Netbanking
TXN2025000170,1773577901000,BYJU'S,Education,50325.14,INR,SUCCESS,Credit Card
TXN2025000171,1783700091000,ACT Fibernet,Utilities,3383.0,INR,SUCCESS,Debit Card
TXN2025000172,2026-01-21T06:13:09+05:30,Flipkart,Shopping,15779.46,INR,SUCCESS,UPI
TXN2025000173,2026-07-12T11:09:09Z,LIC Premium,Insurance,7049.98,INR,SUCCESS,UPI
TXN2025000174,28/02/2026 01:11:55,BSES,Utilities,2779.0,INR,SUCCESS,Netbanking
TXN2025000175,2026-03-19T21:28:02+05:30,Udemy,Education,5336.0,INR,SUCCESS,Netbanking
TXN2025000176,2026-01-06T12:00:00+05:30,DMart,Groceries,3872.76,INR,SUCCESS,UPI
TXN2025000177,2026-06-23T10:10:52Z,Practo,Health,618.68,INR,SUCCESS,Credit Card
TXN2025000178,1776821973000,HDFC Ergo,Insurance,4979.6,INR,SUCCESS,UPI
TXN2025000179,2025-07-12T00:18:28Z,Airtel,Utilities,-749.0,INR,SUCCESS,Debit Card
TXN2025000180,2025-08-26T07:18:31Z,Starbucks,Food & Dining,348.83,INR,SUCCESS,Netbanking
TXN2025000181,2025-09-06T18:15:52Z,Apollo Pharmacy,Health,4820.0,INR,SUCCESS,Netbanking
TXN2025000182,2026-02-12T05:55:06Z,Practo,Health,4829.47,INR,SUCCESS,Credit Card
TXN2025000183,2026-03-16T17:54:21Z,Tata Power,Utilities,2305.09,INR,SUCCESS,Netbanking
TXN2025000184,2025-12-19T07:43:11Z,Blinkit,Groceries,4162.0,INR,SUCCESS,Debit Card
TXN2025000185,2025-12-25T04:31:06Z,Cult.fit,Health,6739.9,INR,SUCCESS,Credit Card
TXN2025000186,2025-11-26T02:34:22+05:30,BookMyShow,Entertainment,2155.0,INR,SUCCESS,Debit Card
TXN2025000187,1752044370000,Apollo Pharmacy,Health,2176.73,INR,SUCCESS,Netbanking
TXN2025000188,2026-04-29,BigBasket,,346.16,INR,SUCCESS,UPI
TXN2025000189,2026-06-16T10:27:48Z,1mg,Health,5254.43,INR,SUCCESS,Credit Card
TXN2025000190,1757687970000,1mg,Health,5643.0,INR,SUCCESS,Debit Card
TXN2025000191,2026-03-22T04:31:45Z,Unacademy,Education,41800.93,INR,PENDING,UPI
TXN2025000192,2025-12-18T23:16:11Z,Cult.fit,Health,4577.0,INR,SUCCESS,Debit Card
TXN2025000193,2025-11-04,LIC Premium,Insurance,6559.35,INR,SUCCESS,Netbanking
TXN2025000194,2026-06-06T03:42:17Z,Uber,Travel,1966.99,INR,SUCCESS,Debit Card
TXN2025000195,2026-01-03T21:38:50Z,Croma,Shopping,4885.52,INR,SUCCESS,Debit Card
TXN2025000196,2026-04-19T15:42:04Z,Myntra,Shopping,8616.0,INR,SUCCESS,Netbanking
TXN2025000197,2025-07-06T04:13:52Z,BPCL,Fuel,1963.1,INR,FAILED,UPI
TXN2025000198,2025-10-10T19:31:17+05:30,Tata Power,Utilities,1416.33,INR,SUCCESS,Netbanking
TXN2025000199,2025-09-29T19:22:41+05:30,Cult.fit,Health,6591.0,INR,SUCCESS,UPI
TXN2025000200,1782019092000,Practo,Health,6207.01,INR,SUCCESS,Credit Card
TXN2025000201,19/06/2026 04:06:25,Udemy,Education,4412.78,INR,FAILED,Debit Card
TXN2025000202,2026-07-03T06:17:48Z,Udemy,Education,23047.0,INR,SUCCESS,Debit Card
TXN2025000203,2026-01-25T12:47:51Z,ACT Fibernet,Utilities,583.0,INR,SUCCESS,Netbanking
TXN2025000204,2026-03-28T11:42:04+05:30,Tata Power,Utilities,1424.34,INR,SUCCESS,Netbanking
TXN2025000205,1765229414000,PharmEasy,Health,5234.0,INR,SUCCESS,UPI
TXN2025000206,2025-10-17T09:52:01Z,ACT Fibernet,Utilities,2231.65,INR,SUCCESS,Debit Card
TXN2025000207,2026-05-28T23:52:25Z,IRCTC,Travel,4101.77,INR,SUCCESS,UPI
TXN2025000208,2026-03-08T04:43:17Z,Unacademy,Education,20835.46,INR,SUCCESS,UPI
TXN2025000209,2026-07-04T13:25:17+05:30,Hotstar,Entertainment,797.6,INR,SUCCESS,UPI
TXN2025000210,2026-07-12T21:44:44Z,Coursera,Education,12452.93,INR,SUCCESS,UPI
TXN2025000211,2026-02-05T00:44:53Z,JioMart,Groceries,1688.0,INR,SUCCESS,UPI
TXN2025000212,2026-05-12T12:42:10Z,Policybazaar,Insurance,22837.0,INR,FAILED,Debit Card
TXN2025000213,2025-10-16T10:53:19Z,Nykaa,Shopping,14269.56,INR,SUCCESS,Credit Card
TXN2025000214,2026-03-14T12:00:13Z,Shell,Fuel,1502.0,INR,SUCCESS,Credit Card
TXN2025000215,2026-02-14T11:00:25Z,Swiggy,Food & Dining,399.43,INR,SUCCESS,UPI
TXN2025000216,2025-12-11T11:38:12+05:30,Uber,Travel,2535.0,INR,SUCCESS,UPI
TXN2025000217,2025-11-18T14:26:52+05:30,HDFC Ergo,Insurance,3946.98,INR,SUCCESS,UPI
TXN2025000218,2025-07-17,Airtel,Utilities,1862.67,INR,SUCCESS,Debit Card
TXN2025000219,2026-01-02T18:56:05Z,Tata Power,Utilities,2323.0,INR,SUCCESS,Netbanking
TXN2025000220,2025-12-20T00:48:02Z,Unacademy,,6829.05,INR,SUCCESS,UPI
TXN2025000221,1760536205000,DMart,Groceries,3767.0,INR,SUCCESS,Debit Card
TXN2025000222,2025-12-24T04:56:03+05:30,BookMyShow,Entertainment,2487.37,INR,SUCCESS,Netbanking
TXN2025000223,1773276721000,Flipkart,Shopping,14348.0,INR,SUCCESS,Credit Card
TXN2025000224,2025-11-09T15:04:17+05:30,Jio,Utilities,1690.0,INR,SUCCESS,Netbanking
TXN2025000225,30/10/2025 08:55:50,YouTube Premium,Entertainment,1864.0,INR,SUCCESS,Debit Card
TXN2025000226,2025-12-31T22:59:49Z,Spotify,Entertainment,2390.9,INR,SUCCESS,UPI
TXN2025000227,2026-04-13T16:34:40Z,Amazon,Shopping,1995.0,INR,SUCCESS,Credit Card
TXN2025000228,2026-02-03T21:46:06Z,BPCL,Fuel,739.92,INR,SUCCESS,UPI
TXN2025000229,2026-04-18T03:39:21Z,YouTube Premium,Entertainment,980.31,INR,SUCCESS,UPI
TXN2025000230,2026-02-10T10:35:27+05:30,Blinkit,Groceries,3722.34,INR,SUCCESS,Credit Card
TXN2025000231,2025-08-11T19:10:06Z,Nykaa,Shopping,11941.0,INR,SUCCESS,Debit Card
TXN2025000232,2026-05-10T06:20:54Z,Myntra,Shopping,13809.99,INR,SUCCESS,UPI
TXN2025000233,2025-10-12T15:17:36Z,1mg,Health,6514.23,INR,SUCCESS,Credit Card
TXN2025000234,2025-11-09T17:53:43Z,BigBasket,Groceries,4305.0,INR,SUCCESS,UPI
TXN2025000235,2025-12-03T10:04:51Z,Uber,Travel,7854.79,INR,SUCCESS,Credit Card
TXN2025000236,2026-04-16T18:15:56+05:30,HDFC Ergo,Insurance,-25877.0,INR,SUCCESS,Credit Card
TXN2025000237,2025-11-21T11:38:41Z,BookMyShow,Entertainment,1136.0,INR,SUCCESS,Debit Card
TXN2025000238,2025-08-30T04:36:35Z,Apollo Pharmacy,Health,4234.13,INR,SUCCESS,UPI
TXN2025000239,2025-12-12T16:06:14+05:30,Unacademy,Education,5404.48,INR,SUCCESS,Netbanking
TXN2025000240,2025-08-13T23:21:21Z,YouTube Premium,Entertainment,791.22,INR,FAILED,Netbanking
TXN2025000241,2026-01-05T23:44:45+05:30,Myntra,Shopping,5349.3,INR,SUCCESS,Debit Card
TXN2025000242,2025-07-22T01:06:17Z,Domino's,Food & Dining,292.0,INR,FAILED,Credit Card
TXN2025000243,2026-04-23T12:59:44Z,Zepto,Groceries,5688.35,INR,PENDING,Debit Card
TXN2025000244,2025-12-15T00:29:44Z,DMart,Groceries,983.91,INR,SUCCESS,Credit Card
TXN2025000245,02/02/2026 23:40:51,BookMyShow,Entertainment,1401.0,INR,PENDING,Debit Card
TXN2025000246,2025-12-17T04:21:40Z,McDonald's,Food & Dining,429.72,INR,SUCCESS,Netbanking
TXN2025000247,2026-02-08T10:58:20Z,McDonald's,Food & Dining,792.45,INR,SUCCESS,Netbanking
TXN2025000248,2025-11-03T21:33:31Z,Blinkit,Groceries,956.0,INR,SUCCESS,Netbanking
TXN2025000249,2026-05-24T17:39:53Z,upGrad,Education,50667.0,INR,SUCCESS,Credit Card
TXN2025000250,2025-12-01T11:18:46Z,Jio,Utilities,2143.28,INR,SUCCESS,Debit Card
TXN2025000251,1768437176000,MakeMyTrip,Travel,-3131.0,INR,SUCCESS,UPI
TXN2025000252,2025-11-13T10:54:48Z,HP Petrol,Fuel,2539.81,INR,SUCCESS,Credit Card
TXN2025000253,1757129861000,IndiGo,Travel,1104.0,INR,SUCCESS,Credit Card
TXN2025000254,2026-07-05,Policybazaar,Insurance,30727.0,INR,SUCCESS,Netbanking
TXN2025000255,22/12/2025 08:06:00,Tata Power,Utilities,2689.67,INR,SUCCESS,Debit Card
TXN2025000256,2025-12-30T02:39:40+05:30,Cult.fit,Health,2315.55,INR,SUCCESS,Debit Card
TXN2025000257,2025-07-29T14:00:25Z,BigBasket,Groceries,3671.09,INR,SUCCESS,Netbanking
TXN2025000258,2025-10-20T06:15:06Z,Airtel,Utilities,324.1,INR,FAILED,UPI
TXN2025000259,2026-02-11T09:03:43+05:30,Practo,Health,4219.45,INR,PENDING,UPI
TXN2025000260,2025-09-11T21:01:08Z,Airtel,Utilities,3199.86,INR,SUCCESS,Netbanking
TXN2025000261,2025-08-09T23:12:26Z,Indian Oil,Fuel,1103.0,INR,SUCCESS,UPI
TXN2025000262,2026-04-01T19:30:44+05:30,Indian Oil,Fuel,3084.0,INR,SUCCESS,Netbanking
TXN2025000263,2025-11-22T13:43:56Z,HP Petrol,Fuel,2590.0,INR,SUCCESS,Netbanking
TXN2025000264,1753065295000,YouTube Premium,Entertainment,1969.77,INR,SUCCESS,Debit Card
TXN2025000265,2025-11-27T21:32:22Z,McDonald's,Food & Dining,377.16,INR,SUCCESS,Debit Card
